,House ID,bathrooms,bedrooms,blessings,builder,capital_distance,dateb,datep,dining_rooms,dock_distance,farm,garden,holy_tree,king_visited,knights_house_distance,location,renovation,river_distance,royal_market,sorcerer_cursed,tower_distance,Golden Grains
49,1848823670.0,3.0,2.0,73.0,4.0,87.174747,586488.0,587163.0,2.0,54.645921,0.5,0.0,0.0,0.0,98.032248,1.0,0.0,2.980832,16.476015,1.0,59.149911,1136222.0
50,1848823676.0,2.0,2.0,48.0,4.0,111.965941,585019.0,588700.0,3.0,151.105728,0.5,0.0,1.0,0.0,122.889439,2.0,0.0,9.879558,99.671185,0.0,72.036244,837994.0
51,1848823680.0,3.0,4.0,132.0,4.0,27.953048,585933.0,588430.0,3.0,11.666815,0.5,0.0,,0.0,38.774105,0.0,0.0,13.758185,50.869864,0.0,7.977065,1426681.0
52,1848823686.0,2.0,2.0,147.0,3.0,12.801883,584342.0,587779.0,2.0,91.995895,0.5,0.0,1.0,0.0,23.422529,0.0,1.0,6.483024,36.038488,0.0,65.958943,1377761.0
53,1848823692.0,3.0,4.0,136.0,,24.365967,586472.0,586950.0,3.0,28.097092,0.5,,1.0,0.0,35.355721,0.0,0.0,29.957674,47.656262,0.0,27.19059,1540500.0
54,1848823698.0,,2.0,136.0,7.0,23.760392,584587.0,587170.0,,11.38196,0.5,,0.0,0.0,34.292892,0.0,0.0,21.011419,32.981737,1.0,67.083665,1370730.0
55,1848823700.0,3.0,2.0,123.0,,37.491263,585843.0,587939.0,2.0,34.380313,0.5,0.0,1.0,0.0,47.990319,0.0,0.0,8.596491,73.30761,,213.518082,1274514.0
56,1848823704.0,2.0,4.0,139.0,,21.289962,584335.0,588289.0,4.0,35.572115,1.0,0.0,0.0,0.0,31.422184,2.0,0.0,25.023969,15.138499,1.0,219.322458,1406518.0
57,1848823709.0,2.0,4.0,40.0,,119.778364,585795.0,586588.0,4.0,57.230995,1.0,0.0,0.0,0.0,130.205692,1.0,0.0,43.794177,1.543217,1.0,45.556787,1106558.0
58,1848823711.0,4.0,2.0,103.0,3.0,56.883775,585137.0,587335.0,3.0,,0.5,0.0,0.0,0.0,67.637545,0.0,0.0,9.764943,2.550933,1.0,53.288066,1311503.0
59,1848823715.0,3.0,4.0,52.0,4.0,107.687755,585860.0,588715.0,3.0,62.104754,0.5,0.0,1.0,0.0,118.003414,0.0,,77.656929,56.15136,,122.390194,994838.0
60,1848823721.0,3.0,2.0,156.0,0.0,4.331436,586456.0,586971.0,,82.283966,0.5,0.0,0.0,0.0,14.695102,1.0,0.0,24.298255,29.043012,1.0,119.126593,1409057.0
61,1848823725.0,3.0,2.0,160.0,,0.416545,585025.0,588042.0,2.0,89.226178,0.5,0.0,1.0,0.0,10.630346,0.0,0.0,34.279911,83.035603,0.0,120.919853,1359193.0
62,1848823729.0,4.0,4.0,124.0,1.0,35.698995,585557.0,587384.0,3.0,34.600947,0.5,0.0,,0.0,46.459145,3.0,0.0,41.447449,110.500053,0.0,86.664647,1321611.0
63,1848823735.0,4.0,2.0,74.0,0.0,,585385.0,588190.0,4.0,34.524141,0.5,0.0,1.0,0.0,,0.0,0.0,1.821655,6.740951,0.0,222.341302,1317434.0
64,1848823737.0,2.0,3.0,156.0,4.0,4.460661,584044.0,587962.0,3.0,26.174476,1.0,0.0,1.0,0.0,15.207348,0.0,0.0,43.261003,12.904976,0.0,123.568064,1494069.0
65,1848823740.0,3.0,3.0,99.0,,61.310843,585576.0,588528.0,4.0,17.66758,1.0,0.0,1.0,0.0,71.788989,3.0,0.0,4.424503,122.809509,0.0,128.133129,1290309.0
66,1848823744.0,3.0,4.0,110.0,6.0,49.64613,585469.0,587824.0,,3.532019,1.0,0.0,1.0,0.0,60.196272,0.0,0.0,18.551798,33.39117,0.0,74.198027,1399373.0
67,1848823749.0,4.0,3.0,60.0,6.0,99.86107,584063.0,588259.0,2.0,20.203496,0.5,0.0,1.0,0.0,110.478163,0.0,1.0,1.672798,59.873769,0.0,190.421617,1008656.0
68,1848823752.0,3.0,,147.0,3.0,13.134552,584181.0,587591.0,2.0,27.013595,0.5,0.0,1.0,0.0,23.512504,2.0,0.0,38.304237,31.489187,,44.880304,1377460.0
69,1848823754.0,4.0,4.0,135.0,8.0,24.909507,584330.0,586796.0,,4.102159,0.0,1.0,,1.0,35.117409,3.0,0.0,55.022168,38.478102,0.0,145.198089,1348625.0
70,1848823759.0,3.0,4.0,126.0,8.0,34.328906,584359.0,587664.0,3.0,54.397619,0.5,0.0,,0.0,44.565672,0.0,0.0,13.210756,15.621175,0.0,43.039403,1344978.0
71,1848823763.0,4.0,3.0,107.0,7.0,52.901633,584400.0,588539.0,2.0,0.550172,0.5,0.0,1.0,0.0,63.465074,0.0,0.0,20.379008,114.410861,0.0,,1167093.0
72,1848823765.0,3.0,3.0,135.0,0.0,25.065928,584564.0,588220.0,3.0,38.877415,1.0,,,0.0,35.568437,2.0,0.0,1.257721,,0.0,76.196189,1333643.0
73,1848823770.0,2.0,3.0,134.0,3.0,26.137153,584099.0,588024.0,3.0,11.603696,0.5,0.0,1.0,0.0,36.195189,0.0,1.0,4.528548,90.88417,0.0,122.798444,1342903.0
74,1848823774.0,3.0,,124.0,2.0,35.790417,584387.0,586752.0,4.0,29.751994,0.5,0.0,1.0,0.0,46.502972,0.0,0.0,47.287544,7.269568,0.0,170.610065,1353618.0
75,1848823777.0,,2.0,159.0,3.0,0.529202,584779.0,588178.0,,34.191925,0.5,0.0,1.0,0.0,11.51611,0.0,0.0,12.546223,35.085326,0.0,148.2714,1436392.0
76,1848823780.0,2.0,3.0,139.0,3.0,21.001339,584995.0,588117.0,3.0,39.18463,0.5,,1.0,0.0,31.679897,0.0,0.0,0.732612,49.370682,0.0,25.958395,1450159.0
77,1848823783.0,2.0,3.0,148.0,1.0,11.632695,584208.0,587005.0,4.0,60.881088,0.5,,1.0,0.0,21.737822,0.0,0.0,15.773875,44.475839,1.0,107.611778,1442146.0
78,1848823788.0,2.0,4.0,74.0,2.0,,584908.0,588639.0,4.0,49.458007,0.0,1.0,,1.0,,0.0,0.0,5.063825,77.048386,0.0,96.271542,1217268.0
79,1848823790.0,3.0,2.0,74.0,6.0,,586159.0,588113.0,3.0,20.487808,0.5,0.0,1.0,0.0,,3.0,0.0,51.114954,29.498543,0.0,98.529817,1350144.0
80,1848823792.0,2.0,4.0,141.0,3.0,18.792642,584775.0,587382.0,2.0,,0.5,0.0,1.0,0.0,29.451655,0.0,,37.24402,17.693796,0.0,136.903733,1435316.0
81,1848823797.0,2.0,4.0,106.0,3.0,53.910195,586149.0,587394.0,3.0,,0.5,,1.0,0.0,64.02721,2.0,1.0,17.011374,,0.0,72.801718,1341556.0
82,1848823801.0,2.0,2.0,110.0,3.0,50.332725,584403.0,588024.0,3.0,136.474649,0.5,0.0,1.0,0.0,60.487683,0.0,,21.920179,140.461249,0.0,,1078135.0
83,1848823803.0,3.0,4.0,145.0,3.0,14.814197,585085.0,587702.0,2.0,,0.5,0.0,1.0,0.0,25.728207,0.0,0.0,58.408258,54.754213,0.0,24.887373,1434461.0
84,1848823807.0,2.0,4.0,53.0,5.0,106.867728,586190.0,588476.0,,55.194201,0.5,0.0,1.0,0.0,117.688478,1.0,0.0,13.643248,112.204225,0.0,7.331488,995384.0
85,1848823811.0,4.0,2.0,76.0,9.0,84.490468,586253.0,586967.0,2.0,,1.0,,0.0,0.0,95.46071,,0.0,57.461829,60.125968,1.0,47.483615,1172013.0
86,1848823817.0,3.0,3.0,41.0,3.0,118.908655,585268.0,587174.0,,,0.5,0.0,0.0,0.0,129.656878,3.0,0.0,1.123113,73.607791,1.0,110.437332,1020444.0
87,1848823820.0,2.0,2.0,152.0,8.0,8.090356,584409.0,587361.0,3.0,28.194885,0.5,0.0,0.0,0.0,18.568358,0.0,0.0,10.72477,57.049838,1.0,121.737656,1394892.0
88,1848823822.0,4.0,4.0,94.0,3.0,66.068513,586538.0,588342.0,3.0,0.988599,0.5,,1.0,0.0,76.604668,2.0,0.0,83.448281,,0.0,15.561161,1261775.0
89,1848823827.0,4.0,3.0,120.0,,39.851566,585002.0,588239.0,4.0,60.548904,1.0,0.0,0.0,0.0,50.450784,,0.0,39.250533,35.428939,1.0,56.675428,1360182.0
90,1848823831.0,,4.0,53.0,3.0,107.325118,585811.0,587505.0,3.0,93.673364,0.5,,1.0,0.0,117.575766,0.0,1.0,25.498414,55.813361,0.0,67.798236,1083058.0
91,1848823836.0,4.0,2.0,126.0,4.0,33.914079,586532.0,586909.0,3.0,29.348649,0.5,0.0,1.0,0.0,44.651891,0.0,0.0,21.44157,26.547489,0.0,129.504031,1441579.0
92,1848823840.0,2.0,4.0,74.0,5.0,,586457.0,588710.0,3.0,116.232545,1.0,0.0,1.0,0.0,,2.0,0.0,75.913338,135.95518,0.0,96.90175,1173528.0
93,1848823846.0,4.0,3.0,47.0,4.0,113.152269,584039.0,588006.0,3.0,21.926644,1.0,0.0,1.0,0.0,123.253774,,0.0,17.352285,72.557943,0.0,31.530238,1039902.0
94,1848823851.0,3.0,3.0,160.0,3.0,0.463851,586287.0,586809.0,4.0,42.310602,0.5,0.0,,0.0,11.234357,3.0,0.0,2.831735,39.596049,0.0,84.951802,1625105.0
95,1848823856.0,2.0,2.0,47.0,6.0,112.540505,586549.0,586636.0,4.0,44.74755,0.0,1.0,1.0,1.0,122.855294,3.0,0.0,3.353507,33.67063,,90.308479,1170811.0
96,1848823861.0,3.0,3.0,152.0,9.0,8.168785,586525.0,588592.0,4.0,42.73277,0.5,0.0,0.0,0.0,18.370135,0.0,0.0,66.347237,138.642448,1.0,44.588025,1411090.0
97,1848823863.0,3.0,4.0,104.0,3.0,56.071738,584408.0,587308.0,2.0,109.12251,0.5,0.0,1.0,0.0,66.54901,0.0,0.0,27.316383,59.715593,0.0,120.893587,1203662.0
98,1848823865.0,,2.0,116.0,1.0,43.935515,584779.0,586911.0,,47.13049,1.0,0.0,1.0,0.0,54.744624,1.0,0.0,17.897503,89.749169,0.0,28.556451,1230244.0
99,1848823870.0,2.0,4.0,149.0,3.0,11.175477,584817.0,587859.0,4.0,43.129349,0.5,0.0,1.0,0.0,21.881547,2.0,0.0,1.138075,59.538046,0.0,163.81012,1462847.0
100,1848823875.0,4.0,2.0,134.0,4.0,25.960131,585380.0,587876.0,3.0,107.670121,0.5,0.0,1.0,0.0,36.170315,1.0,,12.397643,87.189539,0.0,135.664742,1241409.0
101,1848823877.0,4.0,4.0,153.0,1.0,7.477386,586098.0,588623.0,4.0,19.038547,1.0,,1.0,0.0,18.086383,0.0,0.0,11.659058,19.373641,0.0,2.866873,1650169.0
102,1848823882.0,2.0,2.0,144.0,3.0,15.731655,586171.0,588012.0,4.0,5.745062,0.0,1.0,,1.0,26.391128,0.0,0.0,30.693682,78.417276,0.0,160.151949,1350458.0
103,1848823886.0,3.0,3.0,120.0,3.0,39.587552,585547.0,586850.0,2.0,31.001006,0.0,1.0,1.0,1.0,49.85903,,,9.731898,,0.0,43.951167,1383929.0
104,1848823888.0,3.0,4.0,156.0,7.0,3.916571,584090.0,588047.0,4.0,144.839853,0.5,0.0,1.0,0.0,14.369894,0.0,0.0,25.428054,13.078234,0.0,37.845593,1478473.0
105,1848823890.0,2.0,2.0,127.0,7.0,32.700903,584438.0,588164.0,,118.651736,1.0,0.0,1.0,0.0,42.837121,3.0,,39.460784,56.862286,0.0,5.995957,1292524.0
106,1848823896.0,2.0,2.0,28.0,2.0,131.952578,585098.0,588063.0,4.0,84.271118,0.5,0.0,1.0,0.0,142.714658,1.0,,27.119841,12.889536,0.0,90.780094,870679.0
107,1848823899.0,4.0,,136.0,,23.948609,584173.0,588001.0,3.0,25.546042,0.5,0.0,1.0,0.0,34.942444,0.0,1.0,8.834375,85.761268,0.0,24.334488,1356376.0
108,1848823901.0,2.0,2.0,100.0,7.0,59.517323,586260.0,587148.0,2.0,,0.0,1.0,1.0,1.0,69.714655,3.0,1.0,51.924313,41.629638,0.0,91.33016,1248401.0
109,1848823904.0,4.0,3.0,86.0,3.0,73.680323,584875.0,588496.0,4.0,0.066082,0.0,1.0,1.0,1.0,84.151773,,0.0,2.322611,12.413408,0.0,162.766235,1238448.0
110,1848823908.0,3.0,2.0,14.0,8.0,145.773817,584191.0,586988.0,2.0,47.443566,1.0,0.0,,0.0,156.081031,0.0,0.0,17.225251,20.186212,0.0,122.99707,803514.0
111,1848823914.0,2.0,4.0,83.0,3.0,77.059006,584177.0,587333.0,4.0,94.598577,0.5,0.0,1.0,0.0,88.007556,2.0,,10.701775,120.436472,0.0,117.729776,1089772.0
112,1848823917.0,2.0,2.0,108.0,9.0,52.160561,585327.0,587173.0,2.0,,1.0,0.0,1.0,0.0,62.337068,3.0,0.0,45.171562,21.63996,0.0,137.605033,1345168.0
113,1848823922.0,2.0,3.0,147.0,,12.947486,584996.0,586587.0,2.0,69.296172,0.5,0.0,,0.0,23.463134,1.0,,42.394393,112.244581,0.0,174.606217,1222552.0
114,1848823927.0,3.0,4.0,124.0,1.0,35.647738,585882.0,587431.0,2.0,,0.5,,1.0,0.0,45.940609,0.0,0.0,38.737328,19.902401,0.0,114.893095,1395999.0
115,1848823932.0,3.0,3.0,67.0,8.0,92.817319,585333.0,587016.0,,55.642861,0.5,0.0,1.0,0.0,103.239226,2.0,0.0,17.413551,1.64982,0.0,5.893055,1148988.0
116,1848823937.0,,2.0,84.0,6.0,75.617038,585721.0,586859.0,,35.76766,1.0,0.0,,0.0,85.737595,1.0,0.0,8.325646,6.54546,1.0,11.762571,1168961.0
117,1848823942.0,2.0,3.0,156.0,3.0,3.883454,584538.0,588372.0,2.0,34.299644,0.5,0.0,1.0,0.0,14.045466,0.0,0.0,31.032399,98.056921,0.0,22.408685,1399301.0
118,1848823944.0,3.0,4.0,150.0,6.0,10.127855,585148.0,588334.0,3.0,3.919419,1.0,0.0,1.0,0.0,21.102148,0.0,0.0,0.297842,1.944099,0.0,95.8239,1606279.0
119,1848823950.0,4.0,2.0,74.0,3.0,,585233.0,586964.0,,43.825607,0.5,0.0,1.0,0.0,,1.0,0.0,49.638961,91.589664,0.0,34.18686,1184116.0
120,1848823956.0,2.0,3.0,116.0,3.0,43.659217,585749.0,587842.0,2.0,56.681729,0.0,1.0,1.0,1.0,54.255505,0.0,,45.80167,16.894884,,196.335776,1262916.0
121,1848823958.0,4.0,4.0,136.0,4.0,23.907579,585077.0,588280.0,2.0,82.550344,0.5,0.0,1.0,0.0,33.962491,0.0,1.0,3.803399,,0.0,246.816762,1343778.0
122,1848823963.0,4.0,2.0,150.0,9.0,9.548414,584235.0,587706.0,2.0,6.133424,0.5,,,0.0,19.852732,1.0,0.0,51.074174,62.14781,0.0,164.368723,1260929.0
123,1848823965.0,3.0,2.0,115.0,2.0,44.952248,586227.0,588608.0,2.0,56.083481,1.0,0.0,1.0,0.0,55.721486,1.0,0.0,55.555218,,0.0,83.564314,1200621.0
124,1848823967.0,2.0,3.0,131.0,3.0,29.385812,584928.0,588771.0,3.0,67.665324,0.5,0.0,,0.0,39.738462,0.0,0.0,57.349442,,0.0,77.241302,1240153.0
125,1848823973.0,3.0,4.0,45.0,2.0,114.943975,586521.0,587916.0,2.0,16.052652,0.5,0.0,,0.0,125.462999,0.0,0.0,55.961658,,1.0,57.513601,979872.0
126,1848823977.0,4.0,4.0,148.0,9.0,12.362987,584750.0,588241.0,3.0,34.516962,0.5,0.0,,0.0,23.207646,1.0,0.0,23.389574,51.752341,0.0,221.167684,1334481.0
127,1848823983.0,4.0,2.0,127.0,5.0,33.477492,585363.0,586930.0,2.0,110.908864,0.5,0.0,0.0,0.0,44.072108,0.0,0.0,45.312225,48.564874,1.0,126.313421,1271734.0
128,1848823987.0,2.0,3.0,141.0,2.0,19.046904,585938.0,586972.0,3.0,10.192758,0.0,1.0,,1.0,29.219474,0.0,0.0,0.559862,26.831774,0.0,116.583447,1451445.0
129,1848823991.0,3.0,4.0,132.0,3.0,28.062065,585911.0,587179.0,,15.540483,0.5,0.0,1.0,0.0,38.883146,2.0,0.0,42.787678,,0.0,242.323996,1367343.0
130,1848823996.0,2.0,2.0,33.0,3.0,127.118131,586083.0,587352.0,3.0,,0.5,0.0,1.0,0.0,137.166142,0.0,0.0,7.105292,49.134277,0.0,163.682458,978250.0
131,1848824000.0,4.0,3.0,155.0,0.0,4.570255,586240.0,587987.0,2.0,35.988844,0.5,0.0,1.0,0.0,15.068711,0.0,0.0,15.756025,67.579542,0.0,157.877738,1462503.0
132,1848824003.0,4.0,3.0,146.0,4.0,13.557405,585994.0,588439.0,4.0,28.557636,0.5,,1.0,0.0,23.662876,0.0,0.0,30.014551,72.853128,0.0,59.226068,1480960.0
133,1848824007.0,3.0,3.0,149.0,8.0,10.760071,585668.0,586866.0,3.0,17.820094,1.0,0.0,,0.0,21.113511,1.0,1.0,76.960407,10.996215,0.0,45.620881,1424332.0
134,1848824011.0,4.0,2.0,81.0,3.0,78.850443,585232.0,588408.0,4.0,,0.5,0.0,1.0,0.0,89.290594,2.0,0.0,8.824828,6.498857,0.0,15.48147,1211971.0
135,1848824017.0,4.0,2.0,157.0,3.0,3.053104,585731.0,588589.0,,11.455146,0.5,0.0,1.0,0.0,13.839556,0.0,0.0,31.067657,20.154283,0.0,118.185419,1474911.0
136,1848824020.0,2.0,4.0,145.0,3.0,14.59141,586212.0,588730.0,3.0,45.707424,1.0,0.0,1.0,0.0,25.306428,0.0,0.0,23.764293,58.432703,0.0,49.510968,1512991.0
137,1848824023.0,2.0,3.0,123.0,3.0,36.602832,585301.0,586850.0,3.0,39.59835,0.5,0.0,1.0,0.0,47.182368,0.0,,28.81139,1.201718,0.0,151.378858,1415527.0
